,UniversityName,Address,State,Type,CreateDT
401,Dr. Bhimrao Ambedkar Law University,"89, Royal House, Khawasji Ka Bagh Durgapura, Tonk Road, Jaipur",Rajasthan - 302 018,State university,2020-02-23 11:27:02.440298
402,Govind Guru Tribal University,"Shri Govind Guru Government College Campus, Banswara",Rajasthan - 327001,State university,2020-02-23 11:27:02.440298
403,Haridev Joshi University of Journalism and Mass Communication,"rajeev Gandhi Vidhya Bhawan Sarvepalli radhakrishnan Shiksha Sankul JLN Marg, Jaipur",Rajasthan - 302004,State university,2020-02-23 11:27:02.440298
404,Jagadguru Ramanandacharya Sanskrit University,"Village:Madau, Post :Bhankrota Jaipur-302026",Rajasthan -,State university,2020-02-23 11:27:02.440298
405,Jai Naraim Vyas University,Jodhpur PIN - 342 001.(RAJASTHAN,Rajasthan -,State university,2020-02-23 11:27:02.440298
406,Maharaja Ganga Singh University,National Highway No.-15 Jaisalmer Road Bikaner,Rajasthan -,State university,2020-02-23 11:27:02.440298
407,Maharaja Surajmal Brij University,"M.S.J. College, Campus Home » Contact Us Contact Us Maharaja Surajmal Brij, University M.S.J. College, Campus Bharatpur",Rajasthan - 321001,State university,2020-02-23 11:27:02.440298
408,Maharana Pratap University of Agriculture & Technology,"P.O.Box-171 , New Campus Udaipur-313001",Rajasthan -,State university,2020-02-23 11:27:02.440298
409,Maharishi Dayanand Saraswati University,Pushkar Bye Pass Ajmer - 305 001,Rajasthan -,State university,2020-02-23 11:27:02.440298
410,Mohan Lal Shukhadia University,"Udaipur, RAJASTHAN)",Rajasthan - 313 001,State university,2020-02-23 11:27:02.440298
411,National Law Universituy,"NH-65,nagaur Road, Mandor Jodhpur - 342304 (Rajasthan)",Rajasthan -,State university,2020-02-23 11:27:02.440298
412,Pandit Deendayal Upadhyaya Shekhawati University,Behind Shri Kalyan Government College Sikar,Rajasthan - 332 001,State university,2020-02-23 11:27:02.440298
413,Raj Rishi Bhartrihari Matsya University,Girls Hostel Building Babu Shobharam Government Arts College Campus Alwar,Rajasthan - 301001,State university,2020-02-23 11:27:02.440298
414,Rajasthan Ayurveda University,"City office,82,Income Tax Col. Paota'C'Road,Jodhpur,Rajasthan",Rajasthan -,State university,2020-02-23 11:27:02.440298
415,Rajasthan ILD Skills University (RISU),Hostel Khasa Kothi Campus M. I. Road Jaipur,Rajasthan - 302001,State university,2020-02-23 11:27:02.440298
416,Rajasthan Technical University,"Rawat bhata Road Kota-324 010, Rajasthan",Rajasthan -,State university,2020-02-23 11:27:02.440298
417,Rajasthan University,"Jaipur, PIN - 302 004.",Rajasthan -,State university,2020-02-23 11:27:02.440298
418,Rajasthan University of Health Sciences,"Kumbha Marg, Pratap Nagar, Sector-18, Tonk Road, Sanganer, Jaipur",Rajasthan - 302033,State university,2020-02-23 11:27:02.440298
419,Rajasthan University of Veterinary & Animal Sciences,Bikaner,Rajasthan -,State university,2020-02-23 11:27:02.440298
420,"Sardar Patel University of Police, Security & Criminal Justice","Opp. Gramin Police line Mathania Road, Daijar Jodhpur",Rajasthan - 342 304,State university,2020-02-23 11:27:02.440298
421,Swami Keshwanand Rajasthan Agriculture University,"Beechwal, Sriganganagar Road, Bikaner",Rajasthan -,State university,2020-02-23 11:27:02.440298
422,University of Kota,Kota Rajasthan,Rajasthan -,State university,2020-02-23 11:27:02.440298
423,Vardhman Mahaveer Open University,"Rawatbhata, Road Kota RAJASTHAN",Rajasthan - 324 021,State university,2020-02-23 11:27:02.440298
424,Dr. B.R.Ambedkar Open University,Jubilee Hills Hyderabad - 500 033.,Telangana -,State university,2020-02-23 11:27:02.440298
425,Jawaharlal Nehru Architecture and Fine Arts University,"Mahaveer Marg, Masab Tank, Hyderabad",Telangana - 500028,State university,2020-02-23 11:27:02.440298
426,Jawaharlal Nehru Technological University,Kukatpally Hyderabad - 500 085. Andhra Pradesh,Telangana -,State university,2020-02-23 11:27:02.440298
427,Kakatiya University,"Kakatiya University, Warangal, Vidyaranyapuri, PIN - 506 009.",Telangana -,State university,2020-02-23 11:27:02.440298
428,Kaloji Narayan Rao University of Health Sciences,"Kakatiya Medical College Campus, Rangampet, Warangal (U)",Telangana - 506007,State university,2020-02-23 11:27:02.440298
429,Mahatma Gandhi University,"Panagal,Nalgonda-500 803 Andhra Pradesh",Telangana -,State university,2020-02-23 11:27:02.440298
430,National Academy of Legal Studies & Research University,Hyderabad,Telangana -,State university,2020-02-23 11:27:02.440298
431,Nizam's Institute of Medical Sciences,Punjagutta Hyderabad,Telangana - 500082,State university,2020-02-23 11:27:02.440298
432,Osmania University,"Hyderabad, PIN - 500 007.",Telangana -,State university,2020-02-23 11:27:02.440298
433,Palamuru University,"Ayyappa Complex Opp. Police Head Quarters, Mahabubnagar-509001",Telangana -,State university,2020-02-23 11:27:02.440298
434,Potti Sreeramulu Teugu Universtity,Lalitakala -Kshetram Hyderabad-500004,Telangana -,State university,2020-02-23 11:27:02.440298
435,Professor Jayashankar Telangana State Agricultural University,Rajendranagar Hyderabad,Telangana - 500030,State university,2020-02-23 11:27:02.440298
436,Rajiv Gandhi University of Knowledge Technology,"Ground Floor,Vindhya C-4 Building IIIT-H Campus, Gachibowli Hyderabad",Telangana - 500032,State university,2020-02-23 11:27:02.440298
437,Satavahana University,"Jyothinagar, Karimnagar Andhra Pradesh-505001",Telangana -,State university,2020-02-23 11:27:02.440298
438,Sri Konda Laxman Telangana State Horticultural University,Rajendranagar Hyderabad,Telangana - 500030,State university,2020-02-23 11:27:02.440298
439,Sri P V Narsimha Rao Telangana Veterinary University,"Rajendranagar, Hyderabad",Telangana - 500030,State university,2020-02-23 11:27:02.440298
440,Telangana University,Dichpally Nizamabad- 503 322 Andhra Pradesh,Telangana -,State university,2020-02-23 11:27:02.440298
441,Bhagat Phool Singh Mahila Vishwavidyalaya,"Khanpur Kalan Sonipat, Haryana",Haryana -,State university,2020-02-23 11:27:02.440298
442,Ch. Bansi Lal University,Bhiwani,Haryana - 127021,State university,2020-02-23 11:27:02.440298
443,Chaudhary Devi Lal University,Sirsa Haryana -125 055,Haryana -,State university,2020-02-23 11:27:02.440298
444,Chaudhary Ranbir Singh University,Jind,Haryana -,State university,2020-02-23 11:27:02.440298
445,Choudary Charan Singh Haryana Agricultural Univeersity,Hissar - 125 004. HARYANA,Haryana -,State university,2020-02-23 11:27:02.440298
446,Deen Bandhu Chhotu Ram University of Sciences & Technology,"Murthal,Haryana-131039",Haryana -,State university,2020-02-23 11:27:02.440298
447,Dr. B.R. Ambedkar National Law University,"Rai, Sonipat,",Haryana -,State university,2020-02-23 11:27:02.440298
448,Guru Jambeshwar University of Science and Technology,HISAR - 125 001. HARYANA,Haryana -,State university,2020-02-23 11:27:02.440298
449,Gurugram University,"Rao Tula Ram College of Commerce & Science, Sector-51, Gurugram",Haryana - 122018,State university,2020-02-23 11:27:02.440298
450,Haryana Vishwakarma Skill University,"Dudhola Palwal Sector-18, Gurugram",Haryana -,State university,2020-02-23 11:27:02.440298
451,Indira Gandhi University,"Meerpur,Rewari",Haryana -,State university,2020-02-23 11:27:02.440298
452,Kurukshetra University,"Kurukshetra, PIN - 136 119 (HARYANA)",Haryana -,State university,2020-02-23 11:27:02.440298
453,Lala Lajpat Rai University of Veterinary & Animal Sciences,"Hisar,",Haryana - 125004,State university,2020-02-23 11:27:02.440298
454,Maharana Partap Horticultural University,Karnal,Haryana - 132001,State university,2020-02-23 11:27:02.440298
455,Maharishi Balmiki Sanskrit University,"Mundri, Kaithal",Haryana - 136027,State university,2020-02-23 11:27:02.440298
456,Maharishi Dayanand University,Rohtak PIN - 124 001. (HARYANA),Haryana -,State university,2020-02-23 11:27:02.440298
457,Pt. Bhagwat Dayal Sharma University of Health Sciences,Rohtak-124001 Haryana,Haryana -,State university,2020-02-23 11:27:02.440298
458,State University of Performing and Visual Arts,Sector-6 Rohtak,Haryana -,State university,2020-02-23 11:27:02.440298
459,YMCA University of Science & Technology,Faridabad,Haryana - 121006,State university,2020-02-23 11:27:02.440298
460,Punjab University,"Chandigarh, PIN - 160 014.",Chandigarh -,State university,2020-02-23 11:27:02.440298
461,Sikkim State University,Gangtok East Sikkim Tadong,Sikkim - 737102,State university,2020-02-23 11:27:02.440298
462,Gandhi Institute of Technology and Management (GITAM),"Gandhi Nagar Campus, Rushikonda, Visakhapatman",Andhra Pradesh - 530045,Deemed University,2020-02-23 11:27:02.440298
463,Rashtriya Sanskrit Vidyapeeth,Tirupati - 517 507.(A.P),Andhra Pradesh -,Deemed University,2020-02-23 11:27:02.440298
464,Sri Sathya Sai Institute of Higher Learning,"Vidyagiri, Prasanthi Nilayam-515134 Anantapur Distt. A.P.Prasanthinilay",Andhra Pradesh -,Deemed University,2020-02-23 11:27:02.440298
465,"Vignan's Foundation for Science, Technology and Research","Vadlamudi Guntur, Andhra Pradesh",Andhra Pradesh - 522213,Deemed University,2020-02-23 11:27:02.440298
466,Koneru Lakshmaiah Education Foundation,"Vaddeswaram,Guntur Andhra Pradesh-522502",Andhra Pradesh -,Deemed University,2020-02-23 11:27:02.440298
467,"National Institute of Food Technology, Entrepreneurship & Management (NIFTEM)","1, Bhawalpur House, Bhagwan- Plot No. 97, HSIIDC Industrial Estate Phase-IV Kundli, Sonepat",Haryana - 131028,Deemed University,2020-02-23 11:27:02.440298
468,Maharishi Markandeshwar (Deemed to be University),"Ambala – Yamunanagar Highway, Mullana, Ambala",Haryana - 133 207,Deemed University,2020-02-23 11:27:02.440298
469,Lingaya's Vidyapeeth,"Nachauli, old Faridabad,Jasana Road Fridabad- 121002",Haryana -,Deemed University,2020-02-23 11:27:02.440298
470,National Brain Research Centre,"SCO 5,6 & 7 Sector-XV Part-II Gurgaon -122001 (Haryana)",Haryana -,Deemed University,2020-02-23 11:27:02.440298
471,National Dairy Research Institute,Karnal - 132 001. HARYANA,Haryana -,Deemed University,2020-02-23 11:27:02.440298
472,Manav Rachna International Institute of Research and Studies,"5E/1A, Bungalow Plot, N.I.T. Faridabad-121001 Haryana",Haryana -,Deemed University,2020-02-23 11:27:02.440298
473,Indian Institute of Information Technology and Management,"Gwalior-474004 (M.P.) Nh92, Morena Link Road.",Madhya Pradesh -,Deemed University,2020-02-23 11:27:02.440298
474,Lakshmibai National Institute of Physical Education,"Shaktinagar, Mela Road, Gwalior - 474002. M.P.",Madhya Pradesh -,Deemed University,2020-02-23 11:27:02.440298
475,Pandit Dwarka Prasad Mishra Indian Institute of Information Technology,"Technologhy, Design & Manufacturing IT Bhavan, Govt. Engineering College , Jabalpur, Madhya Pradesh",Madhya Pradesh -,Deemed University,2020-02-23 11:27:02.440298
476,Bharath Institute of Higher Education & Research,"173,Aghar Road Selaiyur,Chennai 600073",Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
477,Chennai Mathematical Institute,"Plot No. D-19 & D-20 SIPCOAT IT Park Padur Post Siruseri,TamilNadu",Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
478,The Gandhiigram Rural Institute,Dist - Dinigul,Tamil Nadu - 624302,Deemed University,2020-02-23 11:27:02.440298
479,Chettinad Academy of Research and Education (CARE),Rajiv Gandhi Salai Kelambakkkam Chennai-603103 Kanchipuram Distt. Tamil Nadu,Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
480,Hindustan Institute of Technology and Science (HITS),"P.O.Bag No.:01, Rajiv Gandhi Salai, Padur, Kelambakkam, Chennai",Tamil Nadu - 603 103,Deemed University,2020-02-23 11:27:02.440298
481,Kalasalingam Academy of Research and Education,"Anand Nagar,Krishnankoil,Virudhuna Virudhunagar,Srivilliputtur Tamal Nadu",Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
482,Meenakshi Academy of Higher Education and Research,"No.12, vermbuliamman Kail St, K.K. Nagar(West) Chennai-600078 Tamil Nadu",Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
483,Noorul Islam Centre for Higher Education,"Kumaracoil,Thuckalay Kanyakumari, Tamil Nadu",Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
484,B.S. Abdur Rahman Institute of Science and Technology,"Seethakathi Estate G.S.T.Road, Vandalur, Chennai Tamilnadu-600 048",Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
485,Academy of Maritime Education and Training,"135,East Coast Road,Kanathur Chennai- 603112",Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
486,Avinashilingam Institute for Home Science & Higher Education for Women,Coimbatore - 641 043.,Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
487,Amrita Vishwa Vidyapeetham,Coimbatore Tamil Nadu-641 105,Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
488,Karunya Institute of Technology and Sciences,"Karunya Nagar, Coimbatore Tamil Nadu-641 114",Tamil Nadu - 600028,Deemed University,2020-02-23 11:27:02.440298
489,Karpagam Academy of Higher Education,"Pallachi Main Road, Coimbatore Eachanari Post, Tamil Nadu-641021",Tamil Nadu - 641021,Deemed University,2020-02-23 11:27:02.440298
490,Dr. M.G.R. Educational and Research Institute,"Periyar E.V.R. High Road, Maduravoyal,Chennai-600095",Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
491,Periyar Manaimmai Institute of Science & Technology (PMIST),"Periyar Nagar, Vallam Thanjavur",Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
492,Ponnaiyan Ramajayam Institute of Science & technology (PMIST),"Yagappa Chavadi, Thanjavur",Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
493,S.R.M Institute of Science and Technology,"2, Veerasamy Street West Mambalam Chennai",Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
494,Rajiv Gandhi National Institute of Youth Development,Sriperrumbudur,Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
495,Sathyabama Institute of Science and Technology,Jeppiaar Nagar Rajiv Gandhi Salai Chennai,Tamil Nadu - 600119,Deemed University,2020-02-23 11:27:02.440298
496,Saveetha Institute of Medical and Technical Sciences,Post Box No. 6 No. 162 Poonamalle High Road Velappanchavadi Chennai,Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
497,Shanmugha Arts Science Technology & Research Academy (SASTRA),Tirumalai Samudram Thanjavur,Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
498,Sri Chandrasekharendra Saraswathi Vishwa Mahavidyalaya,Sri Jayendra Saraswathi Street Enathur Kancheepuram,Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
499,Sri Ramachandra Medical College and Research Institute,1 Ramachandra Nagar Chennai.,Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
500,St. Peter’s Institute of Higher Education and Research,"Avadi, Chennai",Tamil Nadu - 600054,Deemed University,2020-02-23 11:27:02.440298
501,VELS Institute of Science Technology & Advanced Studies (VISTAS),"Velen Nagar, P. V. Vaithiyaligam Road, Pallavaram Chennai",Tamil Nadu - 600117,Deemed University,2020-02-23 11:27:02.440298
502,Vellore Institute of Technology,Vellore,Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
503,Vinayaka Mission’s Research Foundation,Sankari Mani Road NH 47 Ariyanoor Salem,Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
504,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu -,Deemed University,2020-02-23 11:27:02.440298
505,North Eastern Regional Institute of Science & Technology,"Nirjuli,Itanagar Arunachal Pradesh-791 109",Arunachal Pradesh -,Deemed University,2020-02-23 11:27:02.440298
506,Central Institute of Buddhist Studies(CIBS),"Choglamsar, Leh (Ladakh), Jammu & Kashmir",Jammu and Kashmir -,Deemed University,2020-02-23 11:27:02.440298
507,Bharati Vidyapeeth,"Lal Bahadur Shastri Marg, Pune",Maharashtra - 411030,Deemed University,2020-02-23 11:27:02.440298
508,Central Institute of Fisheries Education,Andheri (W) Mumbai - 400 061,Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
509,D.Y Patil Educational Society,"869, E, D.Y.Patil Vidyanagar,Kasada Kolhapur-416006",Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
510,Datta Meghe Institute of Medical Sciences,"Wardha- Yavatmal Road, Sawangi (Meghe) Wardha",Maharashtra - 442107,Deemed University,2020-02-23 11:27:02.440298
511,Deccan College Postgraduate & Research Institute,Pune - 411 006.,Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
512,Dr. D.Y. Patil Vidyapeeth,"Pimpri, Pune",Maharashtra - 411018,Deemed University,2020-02-23 11:27:02.440298
513,Gokhale Institute of Politics & Economics,Pune - 411 004.,Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
514,"Homi Bhabha National Institute, Regd. Office","Knowledge Mgt. Group Bhabha Atomic Research Centre Central Complex, Mumbai-85",Maharashtra - 400085,Deemed University,2020-02-23 11:27:02.440298
515,Indira Gandhi Institute of Development Research,"Goregaon East,Santosh Nagar Mumbai-400 065.",Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
516,Defence Institute of Advanced Technology,"Girinagar, Pune,",Maharashtra - 411 025,Deemed University,2020-02-23 11:27:02.440298
517,International Institute for Population Sciences,Deonar Mumbai - 400 088.,Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
518,Institute of Chemical Technology,"NathalalParekh Marg, Matunga, Mumbai-400019 Maharashtra",Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
519,Krishna Institute of Medical Sciences,"Near Dhebewadi Road, malkapur, Tal.Karad,Distt. Satara,-415539 Maharashtra",Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
520,MGM Institute of Health Sciences,"MGM Campus, Sector-18,Kamothe Maharashtra",Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
521,Narsee Monjee Institute of Management Studies,"V.L.Mehta Road, Vile Parle (W) Mumbai-400056 Maharashtra",Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
522,Padmashree Dr.D.Y. Patil Vidyapeeeth,"Vidyanagar, Nerul Navi Mumbai Pin-400 706",Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
523,Pravara Institute of Medical Sciences,"P.O. Loni,B.K-413736, Tal., Rahata Dist; Ahmednagar (M S)",Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
524,Symbiosis International University,"Gram: Lavale, Tal: Mulshi District: Pune Maharashtra",Maharashtra - 412 115,Deemed University,2020-02-23 11:27:02.440298
525,Tata Institute of Fundamental Research,"Homi Bhaba Road, Mumbai- 400 005",Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
526,Tata Institute of Social Sciences,"V.N.Purav Marg, Deonar Mumbai-400 088.",Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
527,Tilak Maharashtra Vidyapeeth,"Vidyapeeth Bhavan, Mukundnagar Gultekdi, Pune-411037",Maharashtra -,Deemed University,2020-02-23 11:27:02.440298
528,"Sam Higginbottom Institute of Agriculture, Technology & Sciences","Rewa Road, Naini Allahabad",Uttar Pradesh - 211 007,Deemed University,2020-02-23 11:27:02.440298
529,Bhatkhande Music Institute,1 'Kaiser Bagh Lucknow,Uttar Pradesh -,Deemed University,2020-02-23 11:27:02.440298
530,Central Institute of Higher Tibetan Studies,Sarnath Varanasi,Uttar Pradesh -,Deemed University,2020-02-23 11:27:02.440298
531,Dayalbagh Educational Institute,Dayalbagh Agra,Uttar Pradesh -,Deemed University,2020-02-23 11:27:02.440298
532,Indian Veterinary Research Institute,Izatnagar U.P.,Uttar Pradesh -,Deemed University,2020-02-23 11:27:02.440298
533,Jaypee Institute of Information Technology,A-10 Sector-62 Noida,Uttar Pradesh -,Deemed University,2020-02-23 11:27:02.440298
534,Shobhit Institute of Engineering & Technology,"Dulhera Marg Roorkee Road NH-58, Modipuram Meerut",Uttar Pradesh - 250110,Deemed University,2020-02-23 11:27:02.440298
535,Santosh,Santosh Nagar Ghaziabad,Uttar Pradesh - 201009,Deemed University,2020-02-23 11:27:02.440298
536,Nehru Gram Bharati,"Kotwa-Jamunipur, Dubawal, Prayagraj",Uttar Pradesh - 221505,Deemed University,2020-02-23 11:27:02.440298
537,Central Institute of Technology(CIT),"Balagaon, BTAD Kokrajhar Assam",Assam -,Deemed University,2020-02-23 11:27:02.440298
538,Birla Institute of Technology,"Mesra, Ranchi - 835 215. (JHARKHAND)",Jharkhand -,Deemed University,2020-02-23 11:27:02.440298
539,Kalinga Institute of Industrial Technology,Bhubneshwar Orissa-751 024,Orissa -,Deemed University,2020-02-23 11:27:02.440298
540,Siksha 'O' Anusandhan,"J-15,Khandagiri Square Khandagiri,Bhumbneswar Orissa- 751 030",Orissa -,Deemed University,2020-02-23 11:27:02.440298
541,Forest Research Institute,P.O. New Forest Dehradun,Uttarakhand -,Deemed University,2020-02-23 11:27:02.440298
542,Gurukul Kangri vidyapeeth,Haridwar Uttrakhand.,Uttarakhand -,Deemed University,2020-02-23 11:27:02.440298
543,Graphic Era,Bell Road Clement Town Dehradun Uttrakhand.,Uttarakhand -,Deemed University,2020-02-23 11:27:02.440298
544,Nava Nalanda Mahavihara,Nalanda-803 111 Bihar,Bihar -,Deemed University,2020-02-23 11:27:02.440298
545,B.L.D.E.,Bijapur Karantaka,Karnataka -,Deemed University,2020-02-23 11:27:02.440298
546,Indian Institute of Science,Bangalore - 560 012.,Karnataka -,Deemed University,2020-02-23 11:27:02.440298
547,Christ,Hosur Road Bangalore-560029 Karnataka,Karnataka -,Deemed University,2020-02-23 11:27:02.440298
548,International Institute of Information Technology,"Bangalore, (IIIT-B) Karnataka No26/C, Electronics City, Hosur Rd. Bangalore",Karnataka - 560100,Deemed University,2020-02-23 11:27:02.440298
549,JSS Academy of Higher Education & Research,"JSS Medical Institution Campus, Sri Shivarathreeshwara Nagara, Mysore,",Karnataka - 570015,Deemed University,2020-02-23 11:27:02.440298
550,Jawahar lal Nehru Centre for Advanced Scientific Research,"Jakkur P.O., Bangalore-560064 (Kanataka)",Karnataka -,Deemed University,2020-02-23 11:27:02.440298
551,K.L.E. Academy of Higher Education and Research,"J.N. Medical College Campus, Nehru Nagar, Belgaum-590010 Karnataka",Karnataka -,Deemed University,2020-02-23 11:27:02.440298
552,NITTE,"University Enclave,Nedical Sciences complex, Post Nityananda Nagar, Deralakatte, Mangalore-575018",Karnataka - 575018,Deemed University,2020-02-23 11:27:02.440298
553,Sri Devraj Urs Academy of Higher Education and Research,"Post Box No.62,Tamaka Kolar-563101, Karnataka",Karnataka -,Deemed University,2020-02-23 11:27:02.440298
554,Sri Siddhartha Academy of Higher Education,"Agalakote, B.H. Road,Tumkur-572107 Karnataka",Karnataka -,Deemed University,2020-02-23 11:27:02.440298
555,Swami Vivekananda Yoga Anusandhana Samsthana,"No. 9 Appa Jappa Agrahara, Bangalore-560018",Karnataka -,Deemed University,2020-02-23 11:27:02.440298
556,Yenepoya,"Mangalore, Karnataka",Karnataka -,Deemed University,2020-02-23 11:27:02.440298
557,Jain,"91/2 Dr.A.N. Krishna Rao Road V.V.Puram, Bangalore,",Karnataka -,Deemed University,2020-02-23 11:27:02.440298
558,Manipal Academy of Higher Education,"manipal.edu., Madhav Nagar Manipal-576119. KARNATAKA",Karnataka -,Deemed University,2020-02-23 11:27:02.440298
559,National Institute of Mental Health & Neuro Sciences,Bangalore - 560 029.,Karnataka -,Deemed University,2020-02-23 11:27:02.440298
560,Sri Balaji Vidyapeeth (Deemed to be University),"Pondy-Cuddalore Main Road Pillaiyarkuppam, Pondicherry, Union Territory of Pudducherry",Puducherry - 607402,Deemed University,2020-02-23 11:27:02.440298
561,Ramakrishna Mission Vivekananda Educational and Research Institute,P.O. Belur Math Distt Howrah West Bengal,West Bengal -,Deemed University,2020-02-23 11:27:02.440298
562,Indian Association for the Cultivation of Science (IACS),"Raja S.C. Mullick Road, Jadavpur, Kolkata",West Bengal - 700032,Deemed University,2020-02-23 11:27:02.440298
563,Indian Agricultural Research Institute,Pusa Institute Pusa New Delhi - 110 012.,Delhi -,Deemed University,2020-02-23 11:27:02.440298
564,Indian Law Institute,Bhagwan Dass Road New Delhi-110001,Delhi -,Deemed University,2020-02-23 11:27:02.440298
565,Jamia Hamdard,"Hamdard Nagar, New Delhi - 110 062.",Delhi -,Deemed University,2020-02-23 11:27:02.440298
566,"National Museum Institute of History of Arts, Conservation and Musicology","National Museum, Janpath New Delhi -110001",Delhi -,Deemed University,2020-02-23 11:27:02.440298
567,Indain Institute of Foreigen Trade,"IIFT Bhawan, B-21 Qutub- Institutional Area, N.Delhi-110 016",Delhi -,Deemed University,2020-02-23 11:27:02.440298
568,National University of Educational Planning & Administration,"17-B,Sri Aurobindo Marg,New Delhi-110 016",Delhi -,Deemed University,2020-02-23 11:27:02.440298
569,Rashtriya Sanskrit Sansthana,"56-57 Institutional Area - Janakpuri, New Delhi-58",Delhi -,Deemed University,2020-02-23 11:27:02.440298
570,Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapith,"B-4,qutub Institutional Area, New Delhi- 110 016",Delhi -,Deemed University,2020-02-23 11:27:02.440298
571,TERI School of Advanced studies,"Darbari Seth Block, Habitat- Place,Lodhi Rd, N.Delhi-110003",Delhi -,Deemed University,2020-02-23 11:27:02.440298
572,Kerala Kalamandalam,"Vallathol Nagar Cheruthuruthy,P.O.,Thrissur Kerala-679531",Kerala -,Deemed University,2020-02-23 11:27:02.440298
573,Indian Institute of Space Science and Technology,"Valiamala P.O., Thiruvananthapuram",Kerala - 695547,Deemed University,2020-02-23 11:27:02.440298
574,Chinmaya Vishwavidyapeeth,Aadishankaranilayam Veliyanad Ernakulum Kerala,Kerala - 692313,Deemed University,2020-02-23 11:27:02.440298
575,Sant Longowal Institute of Engineering and Technology,"Longowal District- Sangru, Punjab",Punjab -,Deemed University,2020-02-23 11:27:02.440298
576,Thapar Institute of Engineering & Technology,"Thapar TEchnology Campus, Bhadson Road, Patiala",Punjab - 147004,Deemed University,2020-02-23 11:27:02.440298
577,International Institute of Information Technology,Gachibowli Hyderabad-500 032 (A.P.),Telangana -,Deemed University,2020-02-23 11:27:02.440298
578,ICFAI Foundation for Higher Education,"Donthanpalli, Sankarpalli Road, Hyderabad, Andhra Pradesh-501504",Telangana -,Deemed University,2020-02-23 11:27:02.440298
579,Gujarat Vidyapith,"P.O. Navjeevan, Ashram Road Ahmedabad, PIN - 380 014. Gujarat",Gujarat -,Deemed University,2020-02-23 11:27:02.440298
580,Sumandeep Vidyapeeth,"At.&Po.-Pipariya, Takula Waghodiya Dist.Vadodara",Gujarat - 391760,Deemed University,2020-02-23 11:27:02.440298
581,National Rail and Transportation Institute,"NIAR Campus, Lalbaug, Vadodara, Gujrat",Gujarat -,Deemed University,2020-02-23 11:27:02.440298
582,Punjab Engineering College,Chandigarh (U.T.) Chandigarh -160 009,Chandigarh -,Deemed University,2020-02-23 11:27:02.440298
583,IIS,"Gurukul Marg, Mansarovar, Jaipur Rajasthan",Rajasthan -,Deemed University,2020-02-23 11:27:02.440298
584,Banasthai Vidyapith,PO. Banasthali PIN - 304022. (RAJASTHAN),Rajasthan -,Deemed University,2020-02-23 11:27:02.440298
585,Birla Institute of Technology & Science,Vidya Vihar Pilani,Rajasthan - 333031,Deemed University,2020-02-23 11:27:02.440298
586,Institute of Advanced Studies in Education,"Gandhi Vidya Mandir, Sardar Shahr, Churu,",Rajasthan - 331401,Deemed University,2020-02-23 11:27:02.440298
587,Jain Vishva Bharati Institute,"B.No.6, Ladnun-341 306. RAJASTHAN",Rajasthan -,Deemed University,2020-02-23 11:27:02.440298
588,Janardan Rai Nagar Rajasthan Vidyapeeth,"Paatap Nagar, air Port Road Udaipur PIN - 313 001.(RAJASTHAN)",Rajasthan -,Deemed University,2020-02-23 11:27:02.440298
