,UniversityName,Address,State,Type
511,Central Institute of Fisheries Education,Andheri (W) Mumbai - 400 061,Maharashtra -,Deemed University
512,D.Y Patil Educational Society,"869, E, D.Y.Patil Vidyanagar,Kasada Kolhapur-416006",Maharashtra -,Deemed University
513,Datta Meghe Institute of Medical Sciences,"Wardha- Yavatmal Road, Sawangi (Meghe) Wardha",Maharashtra - 442107,Deemed University
514,Deccan College Postgraduate & Research Institute,Pune - 411 006.,Maharashtra -,Deemed University
515,Dr. D.Y. Patil Vidyapeeth,"Pimpri, Pune",Maharashtra - 411018,Deemed University
516,Gokhale Institute of Politics & Economics,Pune - 411 004.,Maharashtra -,Deemed University
517,"Homi Bhabha National Institute, Regd. Office","Knowledge Mgt. Group Bhabha Atomic Research Centre Central Complex, Mumbai-85",Maharashtra - 400085,Deemed University
518,Indira Gandhi Institute of Development Research,"Goregaon East,Santosh Nagar Mumbai-400 065.",Maharashtra -,Deemed University
519,Defence Institute of Advanced Technology,"Girinagar, Pune,",Maharashtra - 411 025,Deemed University
520,International Institute for Population Sciences,Deonar Mumbai - 400 088.,Maharashtra -,Deemed University
521,Institute of Chemical Technology,"NathalalParekh Marg, Matunga, Mumbai Maharashtra",Maharashtra - 400019,Deemed University
522,Krishna Institute of Medical Sciences,"Near Dhebewadi Road, malkapur, Tal.Karad,Distt. Satara,-415539 Maharashtra",Maharashtra -,Deemed University
523,MGM Institute of Health Sciences,"MGM Campus, Sector-18,Kamothe Maharashtra",Maharashtra -,Deemed University
524,Narsee Monjee Institute of Management Studies,"V.L.Mehta Road, Vile Parle (W) Mumbai-400056 Maharashtra",Maharashtra -,Deemed University
525,Padmashree Dr.D.Y. Patil Vidyapeeeth,"Vidyanagar, Nerul Navi Mumbai Pin-400 706",Maharashtra -,Deemed University
526,Pravara Institute of Medical Sciences,"P.O. Loni,B.K-413736, Tal., Rahata Dist; Ahmednagar (M S)",Maharashtra -,Deemed University
527,Symbiosis International University,"Gram: Lavale, Tal: Mulshi District: Pune Maharashtra",Maharashtra - 412 115,Deemed University
528,Tata Institute of Fundamental Research,"Homi Bhaba Road, Mumbai- 400 005",Maharashtra -,Deemed University
529,Tata Institute of Social Sciences,"V.N.Purav Marg, Deonar Mumbai-400 088.",Maharashtra -,Deemed University
530,Tilak Maharashtra Vidyapeeth,"Vidyapeeth Bhavan, Mukundnagar Gultekdi, Pune-411037",Maharashtra -,Deemed University
531,"Sam Higginbottom Institute of Agriculture, Technology & Sciences","Rewa Road, Naini Allahabad",Uttar Pradesh - 211 007,Deemed University
532,Bhatkhande Music Institute,1 'Kaiser Bagh Lucknow,Uttar Pradesh -,Deemed University
533,Central Institute of Higher Tibetan Studies,Sarnath Varanasi,Uttar Pradesh -,Deemed University
534,Dayalbagh Educational Institute,Dayalbagh Agra,Uttar Pradesh -,Deemed University
535,Indian Veterinary Research Institute,Izatnagar U.P.,Uttar Pradesh -,Deemed University
536,Jaypee Institute of Information Technology,A-10 Sector-62 Noida,Uttar Pradesh -,Deemed University
537,Shobhit Institute of Engineering & Technology,"Dulhera Marg Roorkee Road NH-58, Modipuram Meerut",Uttar Pradesh - 250110,Deemed University
538,Santosh,Santosh Nagar Ghaziabad,Uttar Pradesh - 201009,Deemed University
539,Nehru Gram Bharati,"Kotwa-Jamunipur, Dubawal, Prayagraj",Uttar Pradesh - 221505,Deemed University
540,Central Institute of Technology(CIT),"Balagaon, BTAD Kokrajhar Assam",Assam -,Deemed University
541,Birla Institute of Technology,"Mesra, Ranchi - 835 215. (JHARKHAND)",Jharkhand -,Deemed University
542,Kalinga Institute of Industrial Technology,Bhubneshwar Orissa-751 024,Orissa -,Deemed University
543,Siksha 'O' Anusandhan,"J-15,Khandagiri Square Khandagiri,Bhumbneswar Orissa- 751 030",Orissa -,Deemed University
544,Forest Research Institute,P.O. New Forest Dehradun,Uttarakhand -,Deemed University
545,Gurukul Kangri vidyapeeth,Haridwar Uttrakhand.,Uttarakhand -,Deemed University
546,Graphic Era,Bell Road Clement Town Dehradun Uttrakhand.,Uttarakhand -,Deemed University
547,Nava Nalanda Mahavihara,Nalanda-803 111 Bihar,Bihar -,Deemed University
548,B.L.D.E.,Bijapur Karantaka,Karnataka -,Deemed University
549,Indian Institute of Science,"Sir C.V. Raman Road, Bangalore",Karnataka - 560 012,Deemed University
550,Christ,Hosur Road Bangalore-560029 Karnataka,Karnataka -,Deemed University
551,International Institute of Information Technology,"Bangalore, (IIIT-B) Karnataka No26/C, Electronics City, Hosur Rd. Bangalore",Karnataka - 560100,Deemed University
552,JSS Academy of Higher Education & Research,"JSS Medical Institution Campus, Sri Shivarathreeshwara Nagara, Mysore,",Karnataka - 570015,Deemed University
553,Jawahar lal Nehru Centre for Advanced Scientific Research,"Jakkur P.O., Bangalore-560064 (Kanataka)",Karnataka -,Deemed University
554,K.L.E. Academy of Higher Education and Research,"J.N. Medical College Campus, Nehru Nagar, Belgaum-590010 Karnataka",Karnataka -,Deemed University
555,NITTE,"University Enclave,Nedical Sciences complex, Post Nityananda Nagar, Deralakatte, Mangalore-575018",Karnataka - 575018,Deemed University
556,Sri Devraj Urs Academy of Higher Education and Research,"Post Box No.62,Tamaka Kolar-563101, Karnataka",Karnataka -,Deemed University
557,Sri Siddhartha Academy of Higher Education,"Agalakote, B.H. Road,Tumkur-572107 Karnataka",Karnataka -,Deemed University
558,Swami Vivekananda Yoga Anusandhana Samsthana,"No. 9 Appa Jappa Agrahara, Bangalore-560018",Karnataka -,Deemed University
559,Yenepoya,"Mangalore, Karnataka",Karnataka -,Deemed University
560,Jain,"91/2 Dr.A.N. Krishna Rao Road V.V.Puram, Bangalore,",Karnataka -,Deemed University
561,Manipal Academy of Higher Education,"manipal.edu., Madhav Nagar Manipal-576119. KARNATAKA",Karnataka -,Deemed University
562,National Institute of Mental Health & Neuro Sciences,Bangalore - 560 029.,Karnataka -,Deemed University
563,Sri Balaji Vidyapeeth (Deemed to be University),"Pondy-Cuddalore Main Road Pillaiyarkuppam, Pondicherry, Union Territory of Pudducherry",Puducherry - 607402,Deemed University
564,Ramakrishna Mission Vivekananda Educational and Research Institute,P.O. Belur Math Distt Howrah West Bengal,West Bengal -,Deemed University
565,Indian Association for the Cultivation of Science (IACS),"Raja S.C. Mullick Road, Jadavpur, Kolkata",West Bengal - 700032,Deemed University
566,Indian Agricultural Research Institute,Pusa Institute Pusa New Delhi - 110 012.,Delhi -,Deemed University
567,Indian Law Institute,Bhagwan Dass Road New Delhi-110001,Delhi -,Deemed University
568,Jamia Hamdard,"Hamdard Nagar, New Delhi - 110 062.",Delhi -,Deemed University
569,"National Museum Institute of History of Arts, Conservation and Musicology","National Museum, Janpath New Delhi -110001",Delhi -,Deemed University
570,Indain Institute of Foreigen Trade,"IIFT Bhawan, B-21 Qutub- Institutional Area, N.Delhi-110 016",Delhi -,Deemed University
571,National University of Educational Planning & Administration,"17-B,Sri Aurobindo Marg,New Delhi-110 016",Delhi -,Deemed University
572,TERI School of Advanced studies,"Darbari Seth Block, Habitat- Place,Lodhi Rd, N.Delhi-110003",Delhi -,Deemed University
573,Kerala Kalamandalam,"Vallathol Nagar Cheruthuruthy,P.O.,Thrissur Kerala-679531",Kerala -,Deemed University
574,Indian Institute of Space Science and Technology,"Valiamala P.O., Thiruvananthapuram",Kerala - 695547,Deemed University
575,Chinmaya Vishwavidyapeeth,Aadishankaranilayam Veliyanad Ernakulum Kerala,Kerala - 692313,Deemed University
576,Sant Longowal Institute of Engineering and Technology,"Longowal District- Sangru, Punjab",Punjab -,Deemed University
577,Thapar Institute of Engineering & Technology,"Thapar TEchnology Campus, Bhadson Road, Patiala",Punjab - 147004,Deemed University
578,International Institute of Information Technology,Gachibowli Hyderabad-500 032 (A.P.),Telangana -,Deemed University
579,ICFAI Foundation for Higher Education,"Donthanpalli, Sankarpalli Road, Hyderabad, Andhra Pradesh-501504",Telangana -,Deemed University
580,Chaitanya (Deemed to be University),"H.No. 5-11-43, Jagruti Colony, Kishanpura, Hanamkonda, Distt-Warangal",Telangana - 506001,Deemed University
581,Gujarat Vidyapith,"P.O. Navjeevan, Ashram Road Ahmedabad, PIN - 380 014. Gujarat",Gujarat -,Deemed University
582,Sumandeep Vidyapeeth,"At.&Po.-Pipariya, Takula Waghodiya Dist.Vadodara",Gujarat - 391760,Deemed University
583,National Rail and Transportation Institute,"NIAR Campus, Lalbaug, Vadodara, Gujrat",Gujarat -,Deemed University
584,Punjab Engineering College,Chandigarh (U.T.) Chandigarh -160 009,Chandigarh -,Deemed University
585,IIS,"Gurukul Marg, Mansarovar, Jaipur Rajasthan",Rajasthan -,Deemed University
586,Banasthai Vidyapith,PO. Banasthali PIN - 304022. (RAJASTHAN),Rajasthan -,Deemed University
587,Birla Institute of Technology & Science,Vidya Vihar Pilani,Rajasthan - 333031,Deemed University
588,Institute of Advanced Studies in Education,"Gandhi Vidya Mandir, Sardar Shahr, Churu,",Rajasthan - 331401,Deemed University
589,Jain Vishva Bharati Institute,"B.No.6, Ladnun-341 306. RAJASTHAN",Rajasthan -,Deemed University
590,Janardan Rai Nagar Rajasthan Vidyapeeth,"Paatap Nagar, air Port Road Udaipur PIN - 313 001.(RAJASTHAN)",Rajasthan -,Deemed University
591,"The LNM Institute of Information Technology, jaipur","Gram-Rupa ki Nangal, Post-Sumel,Via-Jamdoli, District:-Jaipur",Rajasthan - 302031,Deemed University
592,Bharatiya Engineering Science and Technology Innovation University,"Gownivaripalli, Gorantla Mandal, Anantapur,  Andhra Pradesh-  ",Andhra Pradesh,State Private University
593,Centurion University of Technology and Management,"Gidijala Junction, Anandapuram Mandal, Visakhapatnam,  Andhra Pradesh- 531173 ",Andhra Pradesh,State Private University
594,KREA University,"5655, Central Expressway, Sri City,  Andhra Pradesh- 517646 ",Andhra Pradesh,State Private University
595,Saveetha Amaravati University,"3rd Floor, Vaishnavi Complex Opp. Executive Club Vijayawada,  Andhra Pradesh- 520008 ",Andhra Pradesh,State Private University
596,SRM University,"Neerukonda-Kuragallu Village, Mangalagiri Mandal, Gantur District,  Andhra Pradesh- 522502 ",Andhra Pradesh,State Private University
597,VIT-AP University,"Near AP Secretariat Amaravati, Guntur ,  Andhra Pradesh- 522237 ",Andhra Pradesh,State Private University
598,A P Goyal Shimla University,"Shimla, Himachal Pradesh  ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University
599,Abhilashi University,"Chailchowk (Chaichiot) distt. Mandi ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University
600,Arni University,"Karthgarh, Tehsil Indore Distt. Kangra,  Himachal Pradesh -  ",Himachal Pradesh,State Private University
601,Baddi University of Emerging Sciences & Technology,"Makhnumajra, BADDI, Distt. Solan ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University
602,Bahra University ,"VPO-Waknaghat Tehsil-Kandaghat Distt. Solan ,  Himachal Pradesh - 173234 ",Himachal Pradesh,State Private University
603,Career Point University," Hamirpur, Himachal Pradesh  ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University
604,Chitkara University,"HIMUDA Education Hub Pinjore-Barotiwala Highway (NH_21A) Solan,,  Himachal Pradesh - 174 103 ",Himachal Pradesh,State Private University
605,Eternal University,"Distt. Sirmour  ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University
606,I.E.C. (India Education Centre) University,"Baddi, Solan Himachal Pradesh ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University
607,ICFAI University,"#5, HIMUDA Education Hub Kalujhinda, PO Mandhala Via Barotiwala, Baddi, Solan Distt Himachal Pradesh-174 103  ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University
608,Indus International Uniersity,"V.P.O. Bathu Tehsil Haroli Distt. Una,  Himachal Pradesh - 174301 ",Himachal Pradesh,State Private University
609,Jaypee University of Information Technology,"Distt. Solan  ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University
610,Maharaja Agrasen University,"Atal Shiksha Kunj, Kalujhanda, near Barotiwala, Tehsil-Baddi,  Distt. Sonal,  Himachal Pradesh - 174103 ",Himachal Pradesh,State Private University
611,Maharishi Markandeshwar University,"Kumarhatti, Sultanpur Road Solan  NULL,  Himachal Pradesh - 173 229 ",Himachal Pradesh,State Private University
612,Manav Bharti University,"Village - Laddo, Post Office Sultanpur, Tehsil & Distt,  Solan,  Himachal Pradesh -  ",Himachal Pradesh,State Private University
613,Shoolini University of Biotechnology and Management Sciences,"Solan  ,  Himachal Pradesh -  ",Himachal Pradesh,State Private University
614,Sri Sai University,"Sungal, P.O.: Taragarh Palampur ,  Himachal Pradesh - 176081 ",Himachal Pradesh,State Private University
615,Bir Tikendrajit University,"Block A Thoubal Leishangthem Wangma Taba District Thoubal, Imphal,  Manipur-  ",Manipur,State Private University
616,Manipur International University,"MIU Place, Ghari,Airport Road Imphal,  Manipur- 795140 ",Manipur,State Private University
617,Sangai International University,"Churachandpur  ,  Manipur-  ",Manipur,State Private University
618,Amity University ,"Amity House 14, Gopal Bari, Ajmer Road, Jaipur ,  Rajasthan- 302 006 ",Rajasthan,State Private University
619,Apex university ,"jaipur  ,  Rajasthan- 303002 ",Rajasthan,State Private University
620,Bhagwant University,"Sikar Road, Ajmer,  ,  Rajasthan- 305 004 ",Rajasthan,State Private University
621,Bhartiya Skill Development University,"Plot No. SI/INST/001, Social Infrastructure Zone,  Mahindra World City, Off Ajmer Road, Jaipur,  Rajasthan- 302037 ",Rajasthan,State Private University
622,Bhupal Nobles University,"Maharana Pratap Station Road Sevashram Circle, Udaipur,  Rajasthan- 313001 ",Rajasthan,State Private University
623,Career Point University,"Kota, Rajasthan  ,  Rajasthan-  ",Rajasthan,State Private University
624,Dr K N Modi University,"Plot-No.INS-1, RIICO Industrial Area ph-II, Post Box No.01, Newai, Distt. Tonk, Rajasthan-304021,  Rajasthan-  ",Rajasthan,State Private University
625,Geetanjali University,"Udaipur, Rajasthan  ,  Rajasthan-  ",Rajasthan,State Private University
626,Homoeopathy University,"Saipura, Sanganer Jaipur ,  Rajasthan- 302029 ",Rajasthan,State Private University
627,ICFAI University,"Khasra No. 505/1   Village: Jamdoli, Agra Road Jaipur,  Rajasthan- 302 031 ",Rajasthan,State Private University
628,IIHMR University,"1, Prabhu Dayal Marg, Near Sanganer Airport Jaipur,  Rajasthan- 302029 ",Rajasthan,State Private University
629,J.E.C.R.C  University,"Plot No. IS-2036 to 2039 Ramchandrapura, Sitapura Industrial Area Extn Near Mahatma Gandhi Hospital, Vidhani Village, Jaipur,  Rajasthan- 303 905 ",Rajasthan,State Private University
630,Jagannath University,"Vill. Rampura  Teshil-Chaksu Jaipur,  Rajasthan-  ",Rajasthan,State Private University
631,Jaipur National University,"Jaipur-Agra Bypass Near New RTO office, Jaipur Jagatpura,  Rajasthan- 302 017 ",Rajasthan,State Private University
632,Jayoti Vidyapeet Women's University,"Vedaant Gyan Valley  Village Jharna Mahila-Jobner Line Road Jabner, Jaipur-Ajmer Express Way, Jaipur,  Rajasthan- 303007 ",Rajasthan,State Private University
633,JK Lakshmipat University,"Laliya Ka Vas P.O. Mahapura, Ajmer Road Jaipur,  Rajasthan- 302026 ",Rajasthan,State Private University
634,Jodhpur National University,"Narnadi,Jhanwar Road,Boranada Jodhpur  ,  Rajasthan- 342 001 ",Rajasthan,State Private University
635,Lords University,"Alwar-Tijara-Delhi Highway, Chikani,  Alwar,  Rajasthan-  ",Rajasthan,State Private University
636,Madhav University,"Madhav Hills, Opp. Banas Bridge Toll NH -14, Abu Road District - Sirohi,  Rajasthan- 307 026 ",Rajasthan,State Private University
637,Maharaj Vinayak Global University,"Dhand, Amer, Jaipur,  Rajasthan-  ",Rajasthan,State Private University
638,"Maharishi Arvind University, Jaipur","Mundiaramsar,  Near Bindayaka Industrial Area, Jaipur,  Rajasthan- 302012 ",Rajasthan,State Private University
639,Mahatma Gandhi University of Medical Sciences & Technology,"RIICO Institutional Area, Sitapur , Tonk Road, Jaipur-302 022 Rajasthan  ,  Rajasthan-  ",Rajasthan,State Private University
640,Mahatma Jyoti Rao Phoole University,"SP-2 & 3, Kant Kalwar, RIICO Industrial Area,  NH-8 Near Achrol, Jaipur ,  Rajasthan-  ",Rajasthan,State Private University
641,Manipal University,"Dehmi-Kalan Jaipur-Ajmer Express Jaipur,  Rajasthan- 303007 ",Rajasthan,State Private University
642,Maulana Azad University,"Kamla Nehru Nagar Jodhpur ,  Rajasthan- 342 008 ",Rajasthan,State Private University
643,Mewar University,"NH - 79 Gangrar,Chittorgarh  ,  Rajasthan-  ",Rajasthan,State Private University
644,Mody Institute of Education and Research ,"Lakshmangarh, Dist. Sikar,  Rajasthan ,  Rajasthan-  ",Rajasthan,State Private University
645,Mody University of Science & Technology,"Laxmangarh District - Sikar Rajasthan,  Rajasthan-  ",Rajasthan,State Private University
646,NIIT University,"N.H. 8, Delhi-Jaipur Highway Neemrana, Distt. Alwar,  Rajasthan- 301705 ",Rajasthan,State Private University
647,NIMS University,"Shobha Nagar, Jaipur-Delhi Highway  (NH-11C), Jaipur ,  Rajasthan- 303 121 ",Rajasthan,State Private University
648,Nirwan University,"NH-21, Village Jhar, Near Bassi, Main Agra Road, Jaipur,  Rajasthan- 303705 ",Rajasthan,State Private University
649,OPJS University,"VPO – Rawatsar Kunjla Near Sankhu Fort  Jhunjhunu Road,  Rajasthan- Rajgarh (Sadulpur) Churu ",Rajasthan,State Private University
650,Pacific Academy of Higher Education  & Research (PAHER),"Airport Road, Pratap Nagar Extension Debari, Udaipur NULL,  Rajasthan- 313 001 ",Rajasthan,State Private University
651,Pacific Medical University,"Bhilo ka Bedla, Byepass NH - 27, Udiapur ,  Rajasthan-  ",Rajasthan,State Private University
652,Poornima University,", Ramchandrapura Sitapura Extension Jaipur, Rajasthan ,  Rajasthan-  ",Rajasthan,State Private University
653,Pratap University,"Village-Sunderpura (Chandwaji) Ajmer, Delhi-Mumbai Highway Jaipur, Rajasthan  ,  Rajasthan-  ",Rajasthan,State Private University
654,R.N.B. Global University,"RNB Global City  Ganganagar Road Bikaner,  Rajasthan- 334601 ",Rajasthan,State Private University
655,Raffles University,"Japanese Zone, NH-8 District : Alwar, Neemrana ,  Rajasthan- 201705 ",Rajasthan,State Private University
656,Sai Tirupati University,"Ambua Road Village Umarda, Girwa Udaipur,  Rajasthan- 313015 ",Rajasthan,State Private University
657,Sangam University,"NH-79, Bhilwara Chittor By-Pass Chittor Road, Bhilwara, Rajasthan ,  Rajasthan- 311 001 ",Rajasthan,State Private University
658,Shri Jagdish Prasad Jhabarmal Tibrewala University,"Vidyanagari, Churu Jhunjhunu Road Chudela, Distt.,-Jhunjhunu ,  Rajasthan- 333 001 ",Rajasthan,State Private University
659,Shri Kallaji Vedic Vishvavidyalaya,"Kamdhaj Nagar, Nimbahera, Chittorgarh,  Rajasthan-  ",Rajasthan,State Private University
660,Shri Khushal Das University,"Suratgarh Road, Near Toll Plaza,  Hanumangarh Jn.,  Pilibangan,  Rajasthan- 335801 ",Rajasthan,State Private University
661,Shridhar University ,"Pilani-Chirawa Road,  Pilani ,  Rajasthan- 333 031  ",Rajasthan,State Private University
662,Shyam University,"Dehla-Didwana,  Lalsot,Distt- Dausa ,  Rajasthan- 303511 ",Rajasthan,State Private University
663,Singhania University,"Pacheri Bari, Distt. Jhunjhunu   ,  Rajasthan- 333 515 ",Rajasthan,State Private University
664,Sir Padmapat Singhania University,"Bhatewar, Udiapur  ,  Rajasthan- 313 601 ",Rajasthan,State Private University
665,Sunrise University,"Bagad Rajput Tech. Ramgarh, Alwar Rajasthan  ,  Rajasthan-  ",Rajasthan,State Private University
666,Suresh Gyan Vihar University,"Mahal Jagatpura Jaipur ,  Rajasthan- 302 017 ",Rajasthan,State Private University
667,Tantia University,"Near RIICO Bus Stand Hanumangarh Road Sri Ganganagar,  Rajasthan- 335002 ",Rajasthan,State Private University
668,University of Engineering & Management,"Jaipur, Rajasthan  ,  Rajasthan-  ",Rajasthan,State Private University
669,University of Technology,"Vatika, Tehsil-Sanganer, Jaipur,  Rajasthan-  ",Rajasthan,State Private University
670,Vivekananda Global University,"Sector 36, Sisyawas, NRI Road Jagatpura Jaipur ,  Rajasthan- 303 012 ",Rajasthan,State Private University
671,Apex Professional University,"Pasighat, District East Siang  ,  Arunachal Pradesh -  ",Arunachal Pradesh,State Private University
672,Arunachal University of Studies,"NH-52, Namsai Distt., Namsai ,  Arunachal Pradesh - 792 103 ",Arunachal Pradesh,State Private University
673,Arunodaya University,"Lekhi Village, Naharlagun Itanagar,  Distt. Papum Pare,,  Arunachal Pradesh - 791109 ",Arunachal Pradesh,State Private University
674,Himalayan University,"401, Takar Complex, Nahalagun 401, Takar Complex, Naharlagun ,  Arunachal Pradesh - 791110 ",Arunachal Pradesh,State Private University
675,Indira Gandhi Technological and Medical Science University,"Ziro-791120, Arunachal Pradesh,India Arunachal Pradesh, India,  Arunachal Pradesh - 791120 ",Arunachal Pradesh,State Private University
676,North East Frontier Technical University,"Sibu-Puyi, Aalo (PO) West Siang (Distt.) ,  Arunachal Pradesh - 791001 ",Arunachal Pradesh,State Private University
677,The Global University,"Hollongi, Itanagar ,  Arunachal Pradesh -  ",Arunachal Pradesh,State Private University
678,Venkateshwara Open University,"Arunchal Law Academy Campus, Lekhi Village, Naharlagun, Distt. Papum Pare,Arunachal Pradesh,  Arunachal Pradesh - 791 110 ",Arunachal Pradesh,State Private University
679,AISECT University,"Infront of Gandhi Maidan,  Matwari, Distt.- Hazaribag Hazaribagh,  Jharkhand - 825301 ",Jharkhand,State Private University
680,Amity University,"Ranchi City Campus, Niwaranpur Adjoining Over Bridge,  Main Road, Ranchi,  Jharkhand - 834002 ",Jharkhand,State Private University
681,Arka Jain University,"Opp. To Kerala public School, Mohanpur, Gamharia, Dist. Seraikela Kharsawan,  Jharkhand - 832108 ",Jharkhand,State Private University
682,Capital University,"Ranchi-Patna Main Road, District-Koderma, ,  Jharkhand - 825410 ",Jharkhand,State Private University
683,Jharkhand Rai University,"Kamre, Ratu Road Ranchi,  Jharkhand - 835222 ",Jharkhand,State Private University
684,Netaji Subhas University,"Pokhari, PO-Bhilai Pahari, PS-MGM, Dist- East Singhbhum, Jamshedpur,  Jharkhand - 831012 ",Jharkhand,State Private University
685,Pragyan International University,"Bariatu Road, Booty More,P.O.-RMCH Ranchi,  Jharkhand - 834009 ",Jharkhand,State Private University
686,Radha Govind University,"Radha Govind Nagar Lalki Ghati, Ramgarh- ,  Jharkhand - 829122 ",Jharkhand,State Private University
687,Ram Krishna Dharmath Foundation University,"604, 5th Floor, Gopal Marketing Complex Near Argora Chouk Ranchi,  Jharkhand - 834002 ",Jharkhand,State Private University
688,Ramchandra Chandravansi University,"Nawadihkala,  PO & PS Bishrampur Palamu,  Jharkhand - 822132 ",Jharkhand,State Private University
689,Sai Nath University,"Jirawar, Chandway- Kuchhu Road, P.O. - Ormanjhi Dist. - Ranchi,  Jharkhand - 835219 ",Jharkhand,State Private University
690,Sarla Birla University,"Village-Ara, PO- Mahilong Ranchi-purulia Highway,  Ranchi,  Jharkhand - 835103 ",Jharkhand,State Private University
691,The Institute of Chartered Financial Analysts of India University,"Ashok Nagar, Between Road, No.-1 & 2 Ranchi ,  Jharkhand - 834 002 ",Jharkhand,State Private University
692,Usha Martin University,"12 Mile, Ranchi Khunti Road, NH-75, Ranchi,  Jharkhand - 835221 ",Jharkhand,State Private University
693,YBN University,"Panchwati South Railway Colony, Ranchi ,  Jharkhand - 834001 ",Jharkhand,State Private University
694,CMJ University,"G S Road, Jorabat Ri-Bhoi District Meghalay,  Meghalaya - 793101 ",Meghalaya,State Private University
695,Mahatama Gandhi University,"13th Mile, G S Road Kanapara,  Distt. Ri-Bhoi,  Meghalaya - 793101 ",Meghalaya,State Private University
696,Martin Luther Christian University,"Block-1, Dongktieh,  Nongrah, Shillong, Meghalaya,  Meghalaya - 793006 ",Meghalaya,State Private University
697,Techno Global University,"Shillong Polytechnic Campus Mawlai, Shillong ,  Meghalaya - 793 022 ",Meghalaya,State Private University
698,The Institute of Chartered Financial Analysts of India University,"4th Floor,Near Sundari Hotel Circular Rd,Tura Bazar ,  Meghalaya -  ",Meghalaya,State Private University
699,"University of Science & Technology, Meghalaya","Techno City,Kling Road  9th Mile, Baridua Dist. Ri-Bhoi,  Meghalaya - 793101 ",Meghalaya,State Private University
700,University of Technology & Management,"Bijni Complex (NEHU) Laitumkhrah, Shillong ,  Meghalaya - 793 001 ",Meghalaya,State Private University
701,William Carey University,"Nongmensong, Umkdait, Shillong,  Meghalaya - 793019 ",Meghalaya,State Private University
702,"Shri Ramasamy Memorial University, Sikkim","5th Mile, Tadong, Ranipool P.O. Gangtok,  Sikkim - 737102 ",Sikkim,State Private University
703,Sikkim Manipal University,"5TH Mile, Tadong, Gangtok East Sikkim ,  Sikkim - 737 102 ",Sikkim,State Private University
704,The Institute of Chartered Financial Analysts of India University,"(ICFAI), Sikkim Ranka Road, Lower Sichey Gangtok ,  Sikkim - 737 101 ",Sikkim,State Private University
705,Vinayaka Missions Sikkim University ,"NH 31-A Tadong, Gangtok, East Sikkim ,  Sikkim - 737 102 ",Sikkim,State Private University
706,Assam Don Bosco University,"Azara, Guwahati  ,  Assam - 781 017 ",Assam,State Private University
707,Assam Down Town University,"Sankar Madhab Path, Gandhi Nagar, Panikhaiti, Guwahati, Assam, India - 781026   ,  Assam -  ",Assam,State Private University
708,Krishnaguru Adhyatmik Visvavidyalaya,"Nasatra, Barpeta ,  Assam - 781307 ",Assam,State Private University
709,Mahapurusha Srimanta Sankaradeva Viswavidyalaya,"Haladhar Bhuyan Path Kalongpar Nagaon,  Assam - 782001 ",Assam,State Private University
710,The Assam Kaziranga University,"Jorhat, Assam  ,  Assam -  ",Assam,State Private University
711,The Assam Royal Global University,"Betkuchi,  Opp Tirupati Balaji Temple NH-37, Guwahati,  Assam - 781035 ",Assam,State Private University
712,Adichunchanagiri University,"B G Nagara  NH-75, Tq- Nagamangala, Dist- Mandya,  Karnataka - 571448 ",Karnataka,State Private University
713,Alliance University,"Chikkahagada Cross, Chandapura- Anekal Main Road, Bangalore ,  Karnataka - 562106 ",Karnataka,State Private University
714,Azim Premji University,"PIXEL ‘B’ BLOCK, PES COLLEGE SOUTH CAMPUS HOSUR MAIN ROAD, ELECTRONICS CITY BENGALURU ,  Karnataka - 560100 ",Karnataka,State Private University
715,CMR University,"2,3rd, 'C' Cross, 6th Main Road, IInd Block, HRBR Layout, Kalyan Nagar, Bangolare,  Karnataka - 560 043 ",Karnataka,State Private University
716,Dayananda Sagar University,"Shavige Malleshwara Hills Kumaraswamy Layout, Banglore Karnataka,  Karnataka - 560078 ",Karnataka,State Private University
717,Garden City University,"GCC House, #340, 5th Main, Indiranagar Double Road,, 1st Stage, Indiranagar, Banglore ,  Karnataka - 560038 ",Karnataka,State Private University
718,Institute of Trans-Disciplinary Health Sciences and Technology,"74/2, Jarakabande Kaval, Yelahanka, Via Attur Post Banglore,  Karnataka - 560064 ",Karnataka,State Private University
719,JSS Science & Technology University,"JSS Technical Institutions Campus Mysuru ,  Karnataka - 570006 ",Karnataka,State Private University
720,Khaja Bandanawaz University,"Admin Block,  Rauza-i Buzurg, Kalaburagi,  Karnataka - 585104 ",Karnataka,State Private University
721,KLE Technological University,"B.V. Bhoomarddi College Campus, Vidyanagar, Hubballi,  Karnataka - 580031 ",Karnataka,State Private University
722,M.S. Ramaiah University of Applied Sciences,"University House, Gnanagangothri Campus, New BEL Road M S R Nagar, Bangalore ,  Karnataka - 560 054 ",Karnataka,State Private University
723,PES University,"100 Feet Ring Road, BSK III Stage, Bangalore  ,  Karnataka - 560 085 ",Karnataka,State Private University
724,Presidency  University,"Itgalpur, Rajanakunte Bangaluru,  Karnataka - 560064 ",Karnataka,State Private University
